Key_PID_RKEY,Record_Type,Profile_id,Profile_name,averageValue,blankCount,blankPercent,columnId,columnKey,columnName,columnType,containLeadTrailSpaces,containLineFeeds,distinctCount,distinctPercent,documentedDataType,duplicateCount,duplicatePercent,isConflictingInfDocumentDataType,isLeafNode,isPatternOutlier,isValueFreqOutlier,maximumLength,maximumValue,minimumLength,minimumValue,nulCount,nulPercent,order,profileKey,runKey,standardDeviation,topPatternPercent,totalPatterns,totalRows,totalSum,xpath,zeroCount,zeroPercent
20a1bca5-8718-4d4e-b7b9-e042eb5d730818,Previous Run - 1,20a1bca5-8718-4d4e-b7b9-e042eb5d7308,Profile_Customer,,0,0.0,c578b026-37d9-4493-989e-4f8b2632ec52,10006,CUST_IP_ADDRESS,DATASOURCEFIELD,False,False,936,100.0,varchar(15),0.0,0.0,False,,True,False,15,99.247.168.64,9,0.119.237.183,0,0.0,5,203,18,,39.74,9,936,,,0,0.0
20a1bca5-8718-4d4e-b7b9-e042eb5d730818,Previous Run - 1,20a1bca5-8718-4d4e-b7b9-e042eb5d7308,Profile_Customer,,0,0.0,84fea930-f0fa-455d-a07a-e15ce495b790,10007,CUST_CITY,DATASOURCEFIELD,False,False,315,33.65,varchar(17),609.0,65.07,False,,True,False,17,Youngstown,4,Aberdeen,12,1.28,7,203,18,,34.29,8,936,,,0,0.0
20a1bca5-8718-4d4e-b7b9-e042eb5d730818,Previous Run - 1,20a1bca5-8718-4d4e-b7b9-e042eb5d7308,Profile_Customer,,0,0.0,6e661386-2d9c-4d7b-be03-02471255a798,10008,CUST_COUNTRY,DATASOURCEFIELD,False,False,8,0.85,varchar(30),928.0,99.15,False,,False,True,24,USA,2,U.K.,0,0.0,9,203,18,,93.27,2,936,,,0,0.0
20a1bca5-8718-4d4e-b7b9-e042eb5d730818,Previous Run - 1,20a1bca5-8718-4d4e-b7b9-e042eb5d7308,Profile_Customer,,0,0.0,e04aea32-6b6f-45e8-858e-f38eff2ac4f6,10009,CUST_PHONE,DATASOURCEFIELD,False,False,929,99.25,varchar(16),0.0,0.0,False,,False,True,16,981-273-0422,5,(1) 901-916-8132,7,0.75,4,203,18,,98.82,3,936,,,0,0.0
20a1bca5-8718-4d4e-b7b9-e042eb5d730818,Previous Run - 1,20a1bca5-8718-4d4e-b7b9-e042eb5d7308,Profile_Customer,,0,0.0,ac02cbca-6fc1-4fe4-bfb2-425b27115771,10010,CUST_STATE,DATASOURCEFIELD,False,False,50,5.34,varchar(20),886.0,94.66,False,,False,True,20,Wyoming,4,Alabama,0,0.0,8,203,18,,19.34,8,936,,,0,0.0
20a1bca5-8718-4d4e-b7b9-e042eb5d730817,Previous Run - 2,20a1bca5-8718-4d4e-b7b9-e042eb5d7308,Profile_Customer,,0,0.0,1415acdd-caf0-457d-8a7b-7caae83796f5,10001,CUST_FIRST_NAME,DATASOURCEFIELD,False,False,885,94.55,varchar(50),51.0,5.45,False,,False,True,11,Zollie,2,Abbi,0,0.0,1,203,17,,26.28,6,936,,,0,0.0
20a1bca5-8718-4d4e-b7b9-e042eb5d730817,Previous Run - 2,20a1bca5-8718-4d4e-b7b9-e042eb5d7308,Profile_Customer,,0,0.0,d91d5337-ae1b-4337-9fa2-4c33186dc044,10002,CUST_ADDRESS,DATASOURCEFIELD,False,False,936,100.0,varchar(26),0.0,0.0,False,,False,False,26,997 Memorial Drive,10,0 Annamark Trail,0,0.0,6,203,17,,100.0,1,936,,,0,0.0
20a1bca5-8718-4d4e-b7b9-e042eb5d730817,Previous Run - 2,20a1bca5-8718-4d4e-b7b9-e042eb5d7308,Profile_Customer,,0,0.0,ebaeaa90-9774-487e-9a88-3815c03d081d,10003,CUST_LAST_NAME,DATASOURCEFIELD,False,False,924,98.72,varchar(50),12.0,1.28,False,,False,True,13,Zuan,3,Abramino,0,0.0,2,203,17,,23.29,8,936,,,0,0.0
20a1bca5-8718-4d4e-b7b9-e042eb5d730817,Previous Run - 2,20a1bca5-8718-4d4e-b7b9-e042eb5d7308,Profile_Customer,,0,0.0,5f42d7e2-c7fe-4bbf-9ee2-644e8444ff1c,10004,CUST_EMAIL,DATASOURCEFIELD,False,False,929,99.25,varchar(34),0.0,0.0,False,,False,True,34,zveazeynn@buzzfeed.com,10,aaldin88@ted.com,7,0.75,3,203,17,,99.25,2,936,,,0,0.0
20a1bca5-8718-4d4e-b7b9-e042eb5d730817,Previous Run - 2,20a1bca5-8718-4d4e-b7b9-e042eb5d7308,Profile_Customer,,0,0.0,c4f08470-89e5-490d-ae0f-2609491c56d9,10005,CUST_ZIP,DATASOURCEFIELD,False,False,750,80.13,varchar(10),186.0,19.87,True,,False,False,5,SN13,2,10039,0,0.0,10,203,17,,93.06,2,936,,,0,0.0
20a1bca5-8718-4d4e-b7b9-e042eb5d730817,Previous Run - 2,20a1bca5-8718-4d4e-b7b9-e042eb5d7308,Profile_Customer,,0,0.0,c578b026-37d9-4493-989e-4f8b2632ec52,10006,CUST_IP_ADDRESS,DATASOURCEFIELD,False,False,936,100.0,varchar(15),0.0,0.0,False,,True,False,15,99.247.168.64,9,0.119.237.183,0,0.0,5,203,17,,39.74,9,936,,,0,0.0
20a1bca5-8718-4d4e-b7b9-e042eb5d730817,Previous Run - 2,20a1bca5-8718-4d4e-b7b9-e042eb5d7308,Profile_Customer,,0,0.0,84fea930-f0fa-455d-a07a-e15ce495b790,10007,CUST_CITY,DATASOURCEFIELD,False,False,315,33.65,varchar(17),609.0,65.07,False,,True,False,17,Youngstown,4,Aberdeen,12,1.28,7,203,17,,34.29,8,936,,,0,0.0
20a1bca5-8718-4d4e-b7b9-e042eb5d730817,Previous Run - 2,20a1bca5-8718-4d4e-b7b9-e042eb5d7308,Profile_Customer,,0,0.0,6e661386-2d9c-4d7b-be03-02471255a798,10008,CUST_COUNTRY,DATASOURCEFIELD,False,False,8,0.85,varchar(30),928.0,99.15,False,,False,True,24,USA,2,U.K.,0,0.0,9,203,17,,93.27,2,936,,,0,0.0
20a1bca5-8718-4d4e-b7b9-e042eb5d730817,Previous Run - 2,20a1bca5-8718-4d4e-b7b9-e042eb5d7308,Profile_Customer,,0,0.0,e04aea32-6b6f-45e8-858e-f38eff2ac4f6,10009,CUST_PHONE,DATASOURCEFIELD,False,False,929,99.25,varchar(16),0.0,0.0,False,,False,True,16,981-273-0422,5,(1) 901-916-8132,7,0.75,4,203,17,,98.82,3,936,,,0,0.0
20a1bca5-8718-4d4e-b7b9-e042eb5d730817,Previous Run - 2,20a1bca5-8718-4d4e-b7b9-e042eb5d7308,Profile_Customer,,0,0.0,ac02cbca-6fc1-4fe4-bfb2-425b27115771,10010,CUST_STATE,DATASOURCEFIELD,False,False,50,5.34,varchar(20),886.0,94.66,False,,False,True,20,Wyoming,4,Alabama,0,0.0,8,203,17,,19.34,8,936,,,0,0.0
20a1bca5-8718-4d4e-b7b9-e042eb5d730816,Previous Run - 3,20a1bca5-8718-4d4e-b7b9-e042eb5d7308,Profile_Customer,,0,0.0,1415acdd-caf0-457d-8a7b-7caae83796f5,10001,CUST_FIRST_NAME,DATASOURCEFIELD,False,False,885,94.55,varchar(50),51.0,5.45,False,,False,True,11,Zollie,2,Abbi,0,0.0,1,203,16,,26.28,6,936,,,0,0.0
20a1bca5-8718-4d4e-b7b9-e042eb5d730816,Previous Run - 3,20a1bca5-8718-4d4e-b7b9-e042eb5d7308,Profile_Customer,,0,0.0,d91d5337-ae1b-4337-9fa2-4c33186dc044,10002,CUST_ADDRESS,DATASOURCEFIELD,False,False,936,100.0,varchar(26),0.0,0.0,False,,False,False,26,997 Memorial Drive,10,0 Annamark Trail,0,0.0,6,203,16,,100.0,1,936,,,0,0.0
20a1bca5-8718-4d4e-b7b9-e042eb5d730816,Previous Run - 3,20a1bca5-8718-4d4e-b7b9-e042eb5d7308,Profile_Customer,,0,0.0,ebaeaa90-9774-487e-9a88-3815c03d081d,10003,CUST_LAST_NAME,DATASOURCEFIELD,False,False,924,98.72,varchar(50),12.0,1.28,False,,False,True,13,Zuan,3,Abramino,0,0.0,2,203,16,,23.29,8,936,,,0,0.0
20a1bca5-8718-4d4e-b7b9-e042eb5d730816,Previous Run - 3,20a1bca5-8718-4d4e-b7b9-e042eb5d7308,Profile_Customer,,0,0.0,5f42d7e2-c7fe-4bbf-9ee2-644e8444ff1c,10004,CUST_EMAIL,DATASOURCEFIELD,False,False,929,99.25,varchar(34),0.0,0.0,False,,False,True,34,zveazeynn@buzzfeed.com,10,aaldin88@ted.com,7,0.75,3,203,16,,99.25,2,936,,,0,0.0
20a1bca5-8718-4d4e-b7b9-e042eb5d730816,Previous Run - 3,20a1bca5-8718-4d4e-b7b9-e042eb5d7308,Profile_Customer,,0,0.0,c4f08470-89e5-490d-ae0f-2609491c56d9,10005,CUST_ZIP,DATASOURCEFIELD,False,False,750,80.13,varchar(10),186.0,19.87,True,,False,False,5,SN13,2,10039,0,0.0,10,203,16,,93.06,2,936,,,0,0.0
20a1bca5-8718-4d4e-b7b9-e042eb5d730816,Previous Run - 3,20a1bca5-8718-4d4e-b7b9-e042eb5d7308,Profile_Customer,,0,0.0,c578b026-37d9-4493-989e-4f8b2632ec52,10006,CUST_IP_ADDRESS,DATASOURCEFIELD,False,False,936,100.0,varchar(15),0.0,0.0,False,,True,False,15,99.247.168.64,9,0.119.237.183,0,0.0,5,203,16,,39.74,9,936,,,0,0.0
20a1bca5-8718-4d4e-b7b9-e042eb5d730816,Previous Run - 3,20a1bca5-8718-4d4e-b7b9-e042eb5d7308,Profile_Customer,,0,0.0,84fea930-f0fa-455d-a07a-e15ce495b790,10007,CUST_CITY,DATASOURCEFIELD,False,False,315,33.65,varchar(17),609.0,65.07,False,,True,False,17,Youngstown,4,Aberdeen,12,1.28,7,203,16,,34.29,8,936,,,0,0.0
20a1bca5-8718-4d4e-b7b9-e042eb5d730816,Previous Run - 3,20a1bca5-8718-4d4e-b7b9-e042eb5d7308,Profile_Customer,,0,0.0,6e661386-2d9c-4d7b-be03-02471255a798,10008,CUST_COUNTRY,DATASOURCEFIELD,False,False,8,0.85,varchar(30),928.0,99.15,False,,False,True,24,USA,2,U.K.,0,0.0,9,203,16,,93.27,2,936,,,0,0.0
20a1bca5-8718-4d4e-b7b9-e042eb5d730816,Previous Run - 3,20a1bca5-8718-4d4e-b7b9-e042eb5d7308,Profile_Customer,,0,0.0,e04aea32-6b6f-45e8-858e-f38eff2ac4f6,10009,CUST_PHONE,DATASOURCEFIELD,False,False,929,99.25,varchar(16),0.0,0.0,False,,False,True,16,981-273-0422,5,(1) 901-916-8132,7,0.75,4,203,16,,98.82,3,936,,,0,0.0
20a1bca5-8718-4d4e-b7b9-e042eb5d730816,Previous Run - 3,20a1bca5-8718-4d4e-b7b9-e042eb5d7308,Profile_Customer,,0,0.0,ac02cbca-6fc1-4fe4-bfb2-425b27115771,10010,CUST_STATE,DATASOURCEFIELD,False,False,50,5.34,varchar(20),886.0,94.66,False,,False,True,20,Wyoming,4,Alabama,0,0.0,8,203,16,,19.34,8,936,,,0,0.0
20a1bca5-8718-4d4e-b7b9-e042eb5d730815,Previous Run - 4,20a1bca5-8718-4d4e-b7b9-e042eb5d7308,Profile_Customer,,0,0.0,1415acdd-caf0-457d-8a7b-7caae83796f5,10001,CUST_FIRST_NAME,DATASOURCEFIELD,False,False,885,94.55,varchar(50),51.0,5.45,False,,False,True,11,Zollie,2,Abbi,0,0.0,1,203,15,,26.28,6,936,,,0,0.0
20a1bca5-8718-4d4e-b7b9-e042eb5d730815,Previous Run - 4,20a1bca5-8718-4d4e-b7b9-e042eb5d7308,Profile_Customer,,0,0.0,d91d5337-ae1b-4337-9fa2-4c33186dc044,10002,CUST_ADDRESS,DATASOURCEFIELD,False,False,936,100.0,varchar(26),0.0,0.0,False,,False,False,26,997 Memorial Drive,10,0 Annamark Trail,0,0.0,6,203,15,,100.0,1,936,,,0,0.0
20a1bca5-8718-4d4e-b7b9-e042eb5d730815,Previous Run - 4,20a1bca5-8718-4d4e-b7b9-e042eb5d7308,Profile_Customer,,0,0.0,ebaeaa90-9774-487e-9a88-3815c03d081d,10003,CUST_LAST_NAME,DATASOURCEFIELD,False,False,924,98.72,varchar(50),12.0,1.28,False,,False,True,13,Zuan,3,Abramino,0,0.0,2,203,15,,23.29,8,936,,,0,0.0
20a1bca5-8718-4d4e-b7b9-e042eb5d730815,Previous Run - 4,20a1bca5-8718-4d4e-b7b9-e042eb5d7308,Profile_Customer,,0,0.0,5f42d7e2-c7fe-4bbf-9ee2-644e8444ff1c,10004,CUST_EMAIL,DATASOURCEFIELD,False,False,929,99.25,varchar(34),0.0,0.0,False,,False,True,34,zveazeynn@buzzfeed.com,10,aaldin88@ted.com,7,0.75,3,203,15,,99.25,2,936,,,0,0.0
20a1bca5-8718-4d4e-b7b9-e042eb5d730815,Previous Run - 4,20a1bca5-8718-4d4e-b7b9-e042eb5d7308,Profile_Customer,,0,0.0,c4f08470-89e5-490d-ae0f-2609491c56d9,10005,CUST_ZIP,DATASOURCEFIELD,False,False,750,80.13,varchar(10),186.0,19.87,True,,False,False,5,SN13,2,10039,0,0.0,10,203,15,,93.06,2,936,,,0,0.0
20a1bca5-8718-4d4e-b7b9-e042eb5d730815,Previous Run - 4,20a1bca5-8718-4d4e-b7b9-e042eb5d7308,Profile_Customer,,0,0.0,c578b026-37d9-4493-989e-4f8b2632ec52,10006,CUST_IP_ADDRESS,DATASOURCEFIELD,False,False,936,100.0,varchar(15),0.0,0.0,False,,True,False,15,99.247.168.64,9,0.119.237.183,0,0.0,5,203,15,,39.74,9,936,,,0,0.0
20a1bca5-8718-4d4e-b7b9-e042eb5d730815,Previous Run - 4,20a1bca5-8718-4d4e-b7b9-e042eb5d7308,Profile_Customer,,0,0.0,84fea930-f0fa-455d-a07a-e15ce495b790,10007,CUST_CITY,DATASOURCEFIELD,False,False,315,33.65,varchar(17),609.0,65.07,False,,True,False,17,Youngstown,4,Aberdeen,12,1.28,7,203,15,,34.29,8,936,,,0,0.0
20a1bca5-8718-4d4e-b7b9-e042eb5d730815,Previous Run - 4,20a1bca5-8718-4d4e-b7b9-e042eb5d7308,Profile_Customer,,0,0.0,6e661386-2d9c-4d7b-be03-02471255a798,10008,CUST_COUNTRY,DATASOURCEFIELD,False,False,8,0.85,varchar(30),928.0,99.15,False,,False,True,24,USA,2,U.K.,0,0.0,9,203,15,,93.27,2,936,,,0,0.0
20a1bca5-8718-4d4e-b7b9-e042eb5d730815,Previous Run - 4,20a1bca5-8718-4d4e-b7b9-e042eb5d7308,Profile_Customer,,0,0.0,e04aea32-6b6f-45e8-858e-f38eff2ac4f6,10009,CUST_PHONE,DATASOURCEFIELD,False,False,929,99.25,varchar(16),0.0,0.0,False,,False,True,16,981-273-0422,5,(1) 901-916-8132,7,0.75,4,203,15,,98.82,3,936,,,0,0.0
20a1bca5-8718-4d4e-b7b9-e042eb5d730815,Previous Run - 4,20a1bca5-8718-4d4e-b7b9-e042eb5d7308,Profile_Customer,,0,0.0,ac02cbca-6fc1-4fe4-bfb2-425b27115771,10010,CUST_STATE,DATASOURCEFIELD,False,False,50,5.34,varchar(20),886.0,94.66,False,,False,True,20,Wyoming,4,Alabama,0,0.0,8,203,15,,19.34,8,936,,,0,0.0
20a1bca5-8718-4d4e-b7b9-e042eb5d730814,Previous Run - 5,20a1bca5-8718-4d4e-b7b9-e042eb5d7308,Profile_Customer,,0,0.0,1415acdd-caf0-457d-8a7b-7caae83796f5,10001,CUST_FIRST_NAME,DATASOURCEFIELD,False,False,885,94.55,varchar(50),51.0,5.45,False,,False,True,11,Zollie,2,Abbi,0,0.0,1,203,14,,26.28,6,936,,,0,0.0
20a1bca5-8718-4d4e-b7b9-e042eb5d730814,Previous Run - 5,20a1bca5-8718-4d4e-b7b9-e042eb5d7308,Profile_Customer,,0,0.0,d91d5337-ae1b-4337-9fa2-4c33186dc044,10002,CUST_ADDRESS,DATASOURCEFIELD,False,False,936,100.0,varchar(26),0.0,0.0,False,,False,False,26,997 Memorial Drive,10,0 Annamark Trail,0,0.0,6,203,14,,100.0,1,936,,,0,0.0
20a1bca5-8718-4d4e-b7b9-e042eb5d730814,Previous Run - 5,20a1bca5-8718-4d4e-b7b9-e042eb5d7308,Profile_Customer,,0,0.0,ebaeaa90-9774-487e-9a88-3815c03d081d,10003,CUST_LAST_NAME,DATASOURCEFIELD,False,False,924,98.72,varchar(50),12.0,1.28,False,,False,True,13,Zuan,3,Abramino,0,0.0,2,203,14,,23.29,8,936,,,0,0.0
20a1bca5-8718-4d4e-b7b9-e042eb5d730814,Previous Run - 5,20a1bca5-8718-4d4e-b7b9-e042eb5d7308,Profile_Customer,,0,0.0,5f42d7e2-c7fe-4bbf-9ee2-644e8444ff1c,10004,CUST_EMAIL,DATASOURCEFIELD,False,False,929,99.25,varchar(34),0.0,0.0,False,,False,True,34,zveazeynn@buzzfeed.com,10,aaldin88@ted.com,7,0.75,3,203,14,,99.25,2,936,,,0,0.0
20a1bca5-8718-4d4e-b7b9-e042eb5d730814,Previous Run - 5,20a1bca5-8718-4d4e-b7b9-e042eb5d7308,Profile_Customer,,0,0.0,c4f08470-89e5-490d-ae0f-2609491c56d9,10005,CUST_ZIP,DATASOURCEFIELD,False,False,750,80.13,varchar(10),186.0,19.87,True,,False,False,5,SN13,2,10039,0,0.0,10,203,14,,93.06,2,936,,,0,0.0
20a1bca5-8718-4d4e-b7b9-e042eb5d730814,Previous Run - 5,20a1bca5-8718-4d4e-b7b9-e042eb5d7308,Profile_Customer,,0,0.0,c578b026-37d9-4493-989e-4f8b2632ec52,10006,CUST_IP_ADDRESS,DATASOURCEFIELD,False,False,936,100.0,varchar(15),0.0,0.0,False,,True,False,15,99.247.168.64,9,0.119.237.183,0,0.0,5,203,14,,39.74,9,936,,,0,0.0
20a1bca5-8718-4d4e-b7b9-e042eb5d730814,Previous Run - 5,20a1bca5-8718-4d4e-b7b9-e042eb5d7308,Profile_Customer,,0,0.0,84fea930-f0fa-455d-a07a-e15ce495b790,10007,CUST_CITY,DATASOURCEFIELD,False,False,315,33.65,varchar(17),609.0,65.07,False,,True,False,17,Youngstown,4,Aberdeen,12,1.28,7,203,14,,34.29,8,936,,,0,0.0
20a1bca5-8718-4d4e-b7b9-e042eb5d730814,Previous Run - 5,20a1bca5-8718-4d4e-b7b9-e042eb5d7308,Profile_Customer,,0,0.0,6e661386-2d9c-4d7b-be03-02471255a798,10008,CUST_COUNTRY,DATASOURCEFIELD,False,False,8,0.85,varchar(30),928.0,99.15,False,,False,True,24,USA,2,U.K.,0,0.0,9,203,14,,93.27,2,936,,,0,0.0
20a1bca5-8718-4d4e-b7b9-e042eb5d730814,Previous Run - 5,20a1bca5-8718-4d4e-b7b9-e042eb5d7308,Profile_Customer,,0,0.0,e04aea32-6b6f-45e8-858e-f38eff2ac4f6,10009,CUST_PHONE,DATASOURCEFIELD,False,False,929,99.25,varchar(16),0.0,0.0,False,,False,True,16,981-273-0422,5,(1) 901-916-8132,7,0.75,4,203,14,,98.82,3,936,,,0,0.0
20a1bca5-8718-4d4e-b7b9-e042eb5d730814,Previous Run - 5,20a1bca5-8718-4d4e-b7b9-e042eb5d7308,Profile_Customer,,0,0.0,ac02cbca-6fc1-4fe4-bfb2-425b27115771,10010,CUST_STATE,DATASOURCEFIELD,False,False,50,5.34,varchar(20),886.0,94.66,False,,False,True,20,Wyoming,4,Alabama,0,0.0,8,203,14,,19.34,8,936,,,0,0.0
20a1bca5-8718-4d4e-b7b9-e042eb5d730813,Previous Run - 6,20a1bca5-8718-4d4e-b7b9-e042eb5d7308,Profile_Customer,,0,0.0,1415acdd-caf0-457d-8a7b-7caae83796f5,10001,CUST_FIRST_NAME,DATASOURCEFIELD,False,False,885,94.55,varchar(50),51.0,5.45,False,,False,True,11,Zollie,2,Abbi,0,0.0,1,203,13,,26.28,6,936,,,0,0.0
20a1bca5-8718-4d4e-b7b9-e042eb5d730813,Previous Run - 6,20a1bca5-8718-4d4e-b7b9-e042eb5d7308,Profile_Customer,,0,0.0,d91d5337-ae1b-4337-9fa2-4c33186dc044,10002,CUST_ADDRESS,DATASOURCEFIELD,False,False,936,100.0,varchar(26),0.0,0.0,False,,False,False,26,997 Memorial Drive,10,0 Annamark Trail,0,0.0,6,203,13,,100.0,1,936,,,0,0.0
20a1bca5-8718-4d4e-b7b9-e042eb5d730813,Previous Run - 6,20a1bca5-8718-4d4e-b7b9-e042eb5d7308,Profile_Customer,,0,0.0,ebaeaa90-9774-487e-9a88-3815c03d081d,10003,CUST_LAST_NAME,DATASOURCEFIELD,False,False,924,98.72,varchar(50),12.0,1.28,False,,False,True,13,Zuan,3,Abramino,0,0.0,2,203,13,,23.29,8,936,,,0,0.0
20a1bca5-8718-4d4e-b7b9-e042eb5d730813,Previous Run - 6,20a1bca5-8718-4d4e-b7b9-e042eb5d7308,Profile_Customer,,0,0.0,5f42d7e2-c7fe-4bbf-9ee2-644e8444ff1c,10004,CUST_EMAIL,DATASOURCEFIELD,False,False,929,99.25,varchar(34),0.0,0.0,False,,False,True,34,zveazeynn@buzzfeed.com,10,aaldin88@ted.com,7,0.75,3,203,13,,99.25,2,936,,,0,0.0
20a1bca5-8718-4d4e-b7b9-e042eb5d730813,Previous Run - 6,20a1bca5-8718-4d4e-b7b9-e042eb5d7308,Profile_Customer,,0,0.0,c4f08470-89e5-490d-ae0f-2609491c56d9,10005,CUST_ZIP,DATASOURCEFIELD,False,False,750,80.13,varchar(10),186.0,19.87,True,,False,False,5,SN13,2,10039,0,0.0,10,203,13,,93.06,2,936,,,0,0.0
20a1bca5-8718-4d4e-b7b9-e042eb5d730813,Previous Run - 6,20a1bca5-8718-4d4e-b7b9-e042eb5d7308,Profile_Customer,,0,0.0,c578b026-37d9-4493-989e-4f8b2632ec52,10006,CUST_IP_ADDRESS,DATASOURCEFIELD,False,False,936,100.0,varchar(15),0.0,0.0,False,,True,False,15,99.247.168.64,9,0.119.237.183,0,0.0,5,203,13,,39.74,9,936,,,0,0.0
20a1bca5-8718-4d4e-b7b9-e042eb5d730813,Previous Run - 6,20a1bca5-8718-4d4e-b7b9-e042eb5d7308,Profile_Customer,,0,0.0,84fea930-f0fa-455d-a07a-e15ce495b790,10007,CUST_CITY,DATASOURCEFIELD,False,False,315,33.65,varchar(17),609.0,65.07,False,,True,False,17,Youngstown,4,Aberdeen,12,1.28,7,203,13,,34.29,8,936,,,0,0.0
20a1bca5-8718-4d4e-b7b9-e042eb5d730813,Previous Run - 6,20a1bca5-8718-4d4e-b7b9-e042eb5d7308,Profile_Customer,,0,0.0,6e661386-2d9c-4d7b-be03-02471255a798,10008,CUST_COUNTRY,DATASOURCEFIELD,False,False,8,0.85,varchar(30),928.0,99.15,False,,False,True,24,USA,2,U.K.,0,0.0,9,203,13,,93.27,2,936,,,0,0.0
20a1bca5-8718-4d4e-b7b9-e042eb5d730813,Previous Run - 6,20a1bca5-8718-4d4e-b7b9-e042eb5d7308,Profile_Customer,,0,0.0,e04aea32-6b6f-45e8-858e-f38eff2ac4f6,10009,CUST_PHONE,DATASOURCEFIELD,False,False,929,99.25,varchar(16),0.0,0.0,False,,False,True,16,981-273-0422,5,(1) 901-916-8132,7,0.75,4,203,13,,98.82,3,936,,,0,0.0
20a1bca5-8718-4d4e-b7b9-e042eb5d730813,Previous Run - 6,20a1bca5-8718-4d4e-b7b9-e042eb5d7308,Profile_Customer,,0,0.0,ac02cbca-6fc1-4fe4-bfb2-425b27115771,10010,CUST_STATE,DATASOURCEFIELD,False,False,50,5.34,varchar(20),886.0,94.66,False,,False,True,20,Wyoming,4,Alabama,0,0.0,8,203,13,,19.34,8,936,,,0,0.0
20a1bca5-8718-4d4e-b7b9-e042eb5d730812,Previous Run - 7,20a1bca5-8718-4d4e-b7b9-e042eb5d7308,Profile_Customer,,0,0.0,1415acdd-caf0-457d-8a7b-7caae83796f5,10001,CUST_FIRST_NAME,DATASOURCEFIELD,False,False,885,94.55,varchar(50),51.0,5.45,False,,False,True,11,Zollie,2,Abbi,0,0.0,1,203,12,,26.28,6,936,,,0,0.0
20a1bca5-8718-4d4e-b7b9-e042eb5d730812,Previous Run - 7,20a1bca5-8718-4d4e-b7b9-e042eb5d7308,Profile_Customer,,0,0.0,d91d5337-ae1b-4337-9fa2-4c33186dc044,10002,CUST_ADDRESS,DATASOURCEFIELD,False,False,936,100.0,varchar(26),0.0,0.0,False,,False,False,26,997 Memorial Drive,10,0 Annamark Trail,0,0.0,6,203,12,,100.0,1,936,,,0,0.0
20a1bca5-8718-4d4e-b7b9-e042eb5d730812,Previous Run - 7,20a1bca5-8718-4d4e-b7b9-e042eb5d7308,Profile_Customer,,0,0.0,ebaeaa90-9774-487e-9a88-3815c03d081d,10003,CUST_LAST_NAME,DATASOURCEFIELD,False,False,924,98.72,varchar(50),12.0,1.28,False,,False,True,13,Zuan,3,Abramino,0,0.0,2,203,12,,23.29,8,936,,,0,0.0
20a1bca5-8718-4d4e-b7b9-e042eb5d730812,Previous Run - 7,20a1bca5-8718-4d4e-b7b9-e042eb5d7308,Profile_Customer,,0,0.0,5f42d7e2-c7fe-4bbf-9ee2-644e8444ff1c,10004,CUST_EMAIL,DATASOURCEFIELD,False,False,929,99.25,varchar(34),0.0,0.0,False,,False,True,34,zveazeynn@buzzfeed.com,10,aaldin88@ted.com,7,0.75,3,203,12,,99.25,2,936,,,0,0.0
20a1bca5-8718-4d4e-b7b9-e042eb5d730812,Previous Run - 7,20a1bca5-8718-4d4e-b7b9-e042eb5d7308,Profile_Customer,,0,0.0,c4f08470-89e5-490d-ae0f-2609491c56d9,10005,CUST_ZIP,DATASOURCEFIELD,False,False,750,80.13,varchar(10),186.0,19.87,True,,False,False,5,SN13,2,10039,0,0.0,10,203,12,,93.06,2,936,,,0,0.0
20a1bca5-8718-4d4e-b7b9-e042eb5d730812,Previous Run - 7,20a1bca5-8718-4d4e-b7b9-e042eb5d7308,Profile_Customer,,0,0.0,c578b026-37d9-4493-989e-4f8b2632ec52,10006,CUST_IP_ADDRESS,DATASOURCEFIELD,False,False,936,100.0,varchar(15),0.0,0.0,False,,True,False,15,99.247.168.64,9,0.119.237.183,0,0.0,5,203,12,,39.74,9,936,,,0,0.0
20a1bca5-8718-4d4e-b7b9-e042eb5d730812,Previous Run - 7,20a1bca5-8718-4d4e-b7b9-e042eb5d7308,Profile_Customer,,0,0.0,84fea930-f0fa-455d-a07a-e15ce495b790,10007,CUST_CITY,DATASOURCEFIELD,False,False,315,33.65,varchar(17),609.0,65.07,False,,True,False,17,Youngstown,4,Aberdeen,12,1.28,7,203,12,,34.29,8,936,,,0,0.0
20a1bca5-8718-4d4e-b7b9-e042eb5d730812,Previous Run - 7,20a1bca5-8718-4d4e-b7b9-e042eb5d7308,Profile_Customer,,0,0.0,6e661386-2d9c-4d7b-be03-02471255a798,10008,CUST_COUNTRY,DATASOURCEFIELD,False,False,8,0.85,varchar(30),928.0,99.15,False,,False,True,24,USA,2,U.K.,0,0.0,9,203,12,,93.27,2,936,,,0,0.0
20a1bca5-8718-4d4e-b7b9-e042eb5d730812,Previous Run - 7,20a1bca5-8718-4d4e-b7b9-e042eb5d7308,Profile_Customer,,0,0.0,e04aea32-6b6f-45e8-858e-f38eff2ac4f6,10009,CUST_PHONE,DATASOURCEFIELD,False,False,929,99.25,varchar(16),0.0,0.0,False,,False,True,16,981-273-0422,5,(1) 901-916-8132,7,0.75,4,203,12,,98.82,3,936,,,0,0.0
